#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END
OR4F5	1	+	69090	70008	69090,	70008,
PGAM2	7	-	44062726	44065587	44062726,44064831,44065115,	44062930,44065012,44065587,
POLM	7	-	44072246	44082540	44072246,44073624,44073782,44074130,44074397,44076508,44078739,44079570,44079860,44080732,44082250,	44073377,44073708,44074025,44074233,44074530,44076629,44078811,44079741,44079959,44080916,44082540,
AEBP1	7	+	44104360	44114560	44104360,44106545,44107438,44107628,44107808,44108006,44108898,44109106,44109287,44110014,44110206,44110724,44110912,44111153,44111506,44111853,44112141,44112557,44112990,44113251,44113593,	44104918,44106887,44107510,44107700,44107931,44108084,44108976,44109184,44109341,44110124,44110346,44110809,44111057,44111239,44111630,44112050,44112321,44112909,44113130,44113351,44114560,
POLD2	7	-	44114686	44123508	44114686,44115294,44115765,44116114,44116429,44116816,44117132,44117618,44117942,44121833,44122281,44123178,	44114945,44115396,44115893,44116272,44116510,44117015,44117247,44117742,44118064,44122195,44122459,44123508,
MYL7	7	-	44138863	44141332	44138863,44139520,44139781,44140322,44140711,44140960,44141302,	44139022,44139569,44139860,44140427,44140787,44141074,44141332,
GCK	7	-	44144274	44189423	44144274,44145496,44146462,44147649,44149759,44149968,44150955,44152270,44153300,44188908,	44145280,44145730,44146618,44147833,44149859,44150064,44151075,44152425,44153463,44189423,
YKT6	7	+	44201048	44214294	44201048,44204567,44206384,44207387,44208132,44211022,44212246,	44201239,44204650,44206485,44207492,44208198,44211124,44214294,
CAMK2B	7	-	44217149	44325496	44217149,44220059,44220615,44220825,44231005,44232821,44234389,44234638,44239588,44240706,44241699,44242217,44242559,44243249,44243424,44247119,44254541,44258871,44263004,44284130,44325356,	44217735,44220294,44220710,44220901,44231054,44232866,44234461,44234676,44239663,44240749,44241783,44242340,44242654,44243333,44243527,44247192,44254607,44258926,44263064,44284225,44325496,
NUDCD3	7	-	44379120	44490880	44379120,44392296,44404439,44427570,44484967,44490408,	44386121,44392485,44404583,44427703,44485284,44490880,
NPC1L1	7	-	44512534	44541315	44512534,44515802,44516083,44516702,44517206,44518585,44520764,44520991,44521711,44522051,44531754,44532079,44533430,44533738,44534446,44535839,44536255,44536841,44538816,44541205,	44513649,44515965,44516197,44516934,44517357,44518666,44520820,44521118,44521836,44522242,44531844,44532217,44533558,44533853,44534629,44535968,44536428,44536942,44540342,44541315,
DDX56	7	-	44565416	44574002	44565416,44566447,44568117,44568902,44569129,44569808,44570014,44570757,44571491,44572346,44572573,44572889,44573582,44573835,	44566079,44566524,44568223,44568992,44569203,44569903,44570128,44570877,44571736,44572437,44572744,44573050,44573744,44574002,
TMED4	7	-	44577893	44582259	44577893,44581092,44581448,44581722,44582046,	44579628,44581239,44581574,44581823,44582259,
OGDH	7	+	44606638	44709066	44606638,44624316,44645326,44647656,44666735,44673786,44674410,44675177,44675969,44681719,44693824,44694423,44696024,44696428,44696913,44697369,44697603,44698191,44700140,44701542,44707224,44707581,44707878,	44606653,44624565,44645518,44647759,44666851,44673941,44674557,44675268,44676149,44681848,44694004,44694576,44696127,44696557,44697064,44697497,44697782,44698263,44700269,44701615,44707388,44707736,44709066,
ZMIZ2	7	+	44748930	44769881	44748930,44756187,44756424,44756946,44757377,44757847,44759280,44760150,44760424,44761448,44761694,44762880,44763255,44764418,44764940,44765334,44766163,44766420,44767515,	44748991,44756299,44756539,44757149,44757561,44758108,44759460,44760228,44760593,44761593,44761905,44762986,44763413,44764486,44765009,44765579,44766333,44766663,44769881,
PPIA	7	+	44796679	44803117	44796679,44799246,44799391,44799701,44801286,	44796793,44799277,44799480,44799874,44803117,
H2AFV	7	-	44834227	44848063	44834227,44835528,44840898,44843276,44847968,	44834562,44835658,44841012,44843354,44848063,
PURB	7	-	44876292	44885361	44876292,	44885361,
MYO1G	7	-	44962665	44979098	44962665,44962969,44964048,44964414,44964944,44965636,44966072,44966671,44967604,44967883,44969412,44969704,44970039,44970591,44970834,44971672,44972114,44975173,44975483,44976563,44976862,44978866,	44962895,44963124,44964162,44964519,44965089,44965860,44966280,44966838,44967737,44967958,44969483,44969875,44970154,44970737,44971059,44971789,44972225,44975227,44975649,44976657,44977071,44979098,
CCM2	7	+	45000184	45076467	45000184,45038252,45063917,45064462,45068442,45069825,45072725,45073459,45074269,45075776,	45000363,45038426,45064001,45064646,45068579,45069961,45072783,45073571,45074408,45076467,
NACAD	7	-	45080437	45088914	45080437,45080639,45080875,45081116,45081600,45081754,45082107,45088827,	45080523,45080762,45081022,45081263,45081672,45081867,45086112,45088914,
TBRG4	7	-	45100099	45111714	45100099,45101257,45101502,45101824,45102346,45103332,45104098,45104537,45105440,45108826,45111642,	45100426,45101372,45101614,45102070,45102491,45103443,45104256,45104709,45105764,45109287,45111714,
RAMP3	7	+	45157790	45184250	45157790,45177308,45183156,	45157886,45177441,45184250,
ADCY1	7	+	45574521	45723116	45574521,45592758,45610378,45622631,45648669,45657726,45660041,45662058,45677868,45678165,45679708,45684978,45685961,45686546,45703375,45703599,45704517,45708349,45710527,45713692,	45575182,45592908,45610497,45622743,45648797,45657885,45660183,45662214,45678063,45678263,45679793,45685068,45686215,45686673,45703492,45703746,45704616,45708464,45710652,45723116,
IGFBP1	7	+	45888356	45893668	45888356,45890547,45891931,45892959,	45889001,45890717,45892060,45893668,
IGFBP3	7	-	45912597	45921274	45912597,45914804,45916547,45917212,45920737,	45913834,45914945,45916667,45917439,45921274,
TNS3	7	-	47275153	47582144	47275153,47280163,47280285,47283696,47291954,47292827,47293732,47297081,47302185,47302949,47304831,47344754,47344923,47346186,47368364,47396799,47400392,47400784,47411726,47413936,47415093,47424100,47428311,47435281,47437262,47439486,47442002,47481102,47506906,47529035,47582050,	47278220,47280190,47280354,47283865,47292032,47292905,47293828,47297213,47302272,47303584,47305003,47344838,47345038,47346356,47369621,47396904,47400458,47400914,47411802,47413997,47415206,47424184,47428376,47435404,47437313,47439658,47442055,47481141,47506944,47529147,47582144,
PKD1L1	7	-	47774651	47948491	47774651,47792626,47795988,47800648,47803209,47808246,47809472,47811816,47813120,47813930,47815333,47821075,47827349,47829424,47830039,47831216,47833089,47834338,47834966,47835132,47836920,47839445,47840460,47842961,47844994,47846878,47853126,47854881,47855154,47857604,47858672,47865215,47866418,47873898,47876096,47877488,47880727,47881908,47884597,47885685,47887989,47890541,47893877,47897987,47902378,47904377,47905156,47905842,47908076,47915431,47929203,47931103,47931935,47936845,47940192,47943395,47948396,	47775166,47792797,47796150,47800879,47803344,47808387,47809577,47812051,47813293,47814014,47815457,47821186,47827468,47829601,47830124,47831352,47833252,47834385,47835039,47835243,47837094,47839662,47840567,47843169,47845078,47847071,47853227,47855039,47855265,47857832,47858885,47865272,47866614,47874010,47876217,47877631,47880805,47882085,47884657,47886054,47888150,47890763,47894059,47898194,47902511,47904617,47905325,47905962,47908250,47915599,47929526,47931321,47932056,47936958,47940317,47943511,47948491,
HUS1	7	-	47963287	47979543	47963287,47967805,47969218,47975612,47976729,47978416,47978688,47979467,	47965438,47967925,47969318,47975687,47976837,47978593,47978816,47979543,
SUN3	7	-	47987147	48029098	47987147,47988787,47994314,47996030,48005968,48007164,48009034,48017261,48025876,48028816,	47987449,47988880,47994482,47996146,48006053,48007327,48009075,48017365,48025938,48029098,
C7orf57	7	+	48035519	48061297	48035519,48036207,48041333,48043480,48046459,48049879,48052699,48054594,48060225,	48035630,48036363,48041519,48043589,48046616,48049977,48052923,48054606,48061297,
UPP1	7	+	48088643	48108733	48088643,48089211,48090249,48094762,48099669,48101823,48103296,48106872,48107360,48108217,	48088923,48089418,48090364,48094827,48099787,48101982,48103411,48107082,48107507,48108733,
ABCA13	7	+	48171459	48647495	48171459,48192958,48198236,48219353,48221280,48227261,48229824,48234017,48239240,48240866,48244575,48245511,48245862,48248238,48249211,48268979,48271786,48278093,48281342,48287959,48295699,48297231,48298365,48309946,48313066,48314231,48317156,48335421,48338364,48350642,48352180,48367793,48372167,48374346,48376440,48387821,48389039,48391920,48403682,48410519,48412352,48427765,48455036,48466955,48471529,48481035,48483075,48489235,48506335,48507871,48511083,48516724,48520040,48524247,48528235,48580223,48587153,48594709,48615284,48643287,48644616,48645416,	48171552,48193052,48198360,48219505,48221309,48227425,48229955,48234151,48239405,48241066,48244703,48245612,48246030,48248444,48249351,48269094,48276565,48279920,48281452,48288078,48295863,48297311,48298487,48310141,48313231,48314409,48317296,48335535,48338455,48350819,48352487,48367908,48372497,48374416,48376572,48387959,48389220,48392139,48403879,48410677,48412583,48427871,48455286,48467045,48471599,48481154,48483163,48489344,48506390,48508049,48511199,48516881,48520294,48524440,48528345,48580374,48587288,48594813,48615377,48643393,48644754,48647495,
VWC2	7	+	49773660	49921950	49773660,49775332,49802710,49912033,	49774113,49776131,49802840,49921950,
ZPBP	7	-	49937440	50093264	49937440,49983341,50018239,50031091,50057988,50081773,50089628,50093067,	49937622,49983519,50018316,50031310,50058141,50081899,50089709,50093264,
C7orf72	7	+	50096035	50159830	50096035,50104313,50129716,50134107,50136097,50140139,50141280,50151449,50159045,	50096638,50104411,50129793,50134246,50136165,50140181,50141388,50151557,50159830,
IKZF1	7	+	50304781	50405101	50304781,50319047,50327637,50376532,50382539,50387344,50391728,50399917,	50304922,50319101,50327757,50376793,50382707,50387470,50391863,50405101,
FIGNL1	7	-	50444128	50542535	50444128,50542517,	50447297,50542535,
DDC	7	-	50458435	50561054	50458435,50463212,50467213,50470072,50476623,50479786,50495349,50499147,50503992,50528136,50529207,50537859,50539914,50543884,50561013,	50458843,50463431,50467315,50470171,50476643,50479863,50495417,50499242,50504059,50528280,50529342,50537979,50540028,50544113,50561054,
GRB10	7	-	50590062	50732353	50590062,50595436,50603997,50604310,50605289,50606336,50612740,50614769,50616209,50618070,50619169,50626821,50669721,50674435,50703820,50732271,	50593098,50595530,50604085,50604377,50605406,50606414,50612839,50614880,50616347,50618139,50619285,50626978,50669863,50674658,50703908,50732353,
COBL	7	-	51016211	51316799	51016211,51025108,51026545,51027711,51030811,51043382,51085165,51136157,51184101,51190849,51193378,51219740,51316592,	51017568,51025372,51026665,51029591,51030909,51043692,51085304,51136331,51184199,51191078,51193589,51219944,51316799,
POM121L12	7	+	53035641	53036924	53035641,	53036924,
VSTM2A	7	+	54542324	54571080	54542324,54544621,54546946,54549833,54569008,	54542809,54544788,54546997,54550170,54571080,
SEC61G	7	-	54752249	54759246	54752249,54755778,54757494,54759161,	54752420,54755881,54757594,54759246,
EGFR	7	+	55019100	55211628	55019100,55142285,55143304,55146605,55151293,55152545,55154010,55155829,55156532,55156758,55157662,55160138,55161498,55163732,55165279,55171174,55172982,55173920,55174721,55181292,55191718,55192765,55198716,55200315,55201187,55201734,55202516,55205255,	55019365,55142437,55143488,55146740,55151362,55152664,55154152,55155946,55156659,55156832,55157753,55160338,55161631,55163823,55165437,55171213,55173124,55174043,55174820,55181478,55191874,55192841,55198863,55200413,55201355,55201782,55202625,55211628,
LANCL2	7	+	55365447	55433742	55365447,55391792,55398422,55399956,55401173,55411906,55425253,55428374,55431225,	55366229,55391910,55398630,55400104,55401320,55412089,55425430,55428447,55433742,
VOPP1	7	-	55470612	55572525	55470612,55492281,55497612,55521071,55572270,	55473045,55492418,55497690,55521130,55572525,
SEPT14	7	-	55793543	55862789	55793543,55805257,55807089,55819126,55834424,55842941,55844522,55846516,55861942,55862687,	55796092,55805390,55807258,55819223,55834586,55843128,55844718,55846637,55862011,55862789,
RP11-15K19.2	7	+	55887276	55955239	55887276,55906252,55911615,55912666,55923161,55923606,55953178,55954908,	55887680,55906379,55912068,55912723,55923288,55923699,55953318,55955239,
ZNF713	7	+	55887474	55942225	55887474,55906252,55911615,55912634,55923161,55923606,55938981,	55887680,55906379,55912068,55912723,55923288,55923699,55942225,
MRPS17	7	+	55951818	55956501	55951818,55953178,55954908,	55951930,55953318,55956501,
GBAS	7	+	55964580	56000181	55964580,55978125,55978349,55981472,55982209,55983727,55984846,55994893,55997365,55999007,	55964701,55978265,55978395,55981567,55982280,55983868,55984878,55994988,55997449,56000181,
PSPH	7	-	56011066	56051604	56011066,56015022,56017233,56019599,56021072,56031928,56033960,56051137,	56011869,56015171,56017379,56019734,56021231,56032054,56034106,56051604,
CCT6A	7	+	56051629	56063989	56051629,56052421,56054368,56055623,56056310,56057992,56058361,56058619,56059543,56060268,56060806,56061746,56062682,56063012,	56051985,56052485,56054503,56055797,56056414,56058103,56058521,56058702,56059640,56060416,56060940,56061849,56062755,56063989,
SUMF2	7	+	56064223	56080670	56064223,56068481,56072996,56074173,56074585,56076833,56078101,56078363,56079527,	56064378,56068638,56073111,56074218,56074736,56076889,56078186,56078508,56080670,
PHKG1	7	-	56080981	56092996	56080981,56081629,56081892,56082162,56083277,56083649,56086969,56087597,56088858,56092835,	56081299,56081755,56082046,56082253,56083441,56083715,56087024,56087776,56088975,56092996,
CHCHD2	7	-	56101568	56106576	56101568,56102866,56104225,56106363,	56101861,56103011,56104475,56106576,
NUPR1L	7	-	56114680	56116400	56114680,56116014,	56114897,56116400,
ZNF716	7	+	57450176	57473546	57450176,57462459,57463072,57468723,	57450327,57462586,57463168,57473546,
ZNF727	7	+	64045442	64078549	64045442,64068890,64069513,64077275,	64045624,64069017,64069609,64078549,
ZNF735	7	+	64207089	64220508	64207089,64213091,64214012,64219313,	64207241,64213218,64214108,64220508,
ZNF679	7	+	64228473	64266931	64228473,64249027,64260220,64260833,64265895,	64228652,64249156,64260347,64260929,64266931,
ZNF736	7	+	64312807	64349639	64312807,64313872,64336258,64336886,64348089,	64312851,64314153,64336385,64336982,64349639,
ZNF680	7	-	64519883	64563106	64519883,64543706,64544305,64562924,	64522500,64543802,64544432,64563106,
ZNF107	7	+	64666082	64711582	64666082,64691247,64691864,64706323,	64666285,64691374,64691960,64711582,
ZNF138	7	+	64794424	64832242	64794424,64814917,64831450,	64794571,64815044,64832242,
ZNF273	7	+	64903246	64929257	64903246,64917580,64918196,64927653,	64903419,64917707,64918292,64929257,
ZNF117	7	-	64971775	64991036	64971775,64981386,64981983,64989946,	64979536,64981482,64982116,64991036,
ERV3-1	7	-	64990808	65006653	64990808,65006540,	64993414,65006653,
ZNF92	7	+	65373798	65401125	65373798,65387901,65388805,65398340,	65374000,65388028,65388901,65401125,
VKORC1L1	7	+	65873266	65959563	65873266,65948670,65954073,	65873565,65948780,65959563,
GUSB	7	-	65960683	65982314	65960683,65964322,65967730,65970281,65974294,65974525,65974918,65976014,65979398,65979726,65980223,65981973,	65961063,65964458,65967907,65970366,65974441,65974704,65975071,65976202,65979541,65979911,65980409,65982314,
ASL	7	+	66075797	66093558	66075797,66076038,66081802,66082367,66082879,66083076,66086584,66086743,66087333,66087728,66088806,66089090,66089275,66089611,66092005,66092556,66092767,	66075856,66076093,66081997,66082451,66082936,66083174,66086662,66086821,66087386,66087791,66088921,66089175,66089335,66089695,66092086,66092663,66093558,
AC068533.7	7	+	66087760	66152277	66087760,66088806,66089090,66089275,66089611,66092005,66092556,66127703,66130743,66134279,66145442,66152207,	66087791,66088921,66089175,66089335,66089695,66092086,66092663,66127740,66130842,66134374,66145500,66152277,
